Rank,Symbol,Momentum,Volatility,Score
1,MPHASIS,0.399102,0.020703,19.2778
2,HAVELLS,0.269931,0.014517,18.5945
3,MINDTREE,0.382201,0.02202,17.3571
4,APOLLOHOSP,0.480762,0.029039,16.5556
5,IPCALAB,0.275625,0.016892,16.3166
6,ALKEM,0.227049,0.014129,16.0699
7,SRF,0.293359,0.019147,15.3216
8,TECHM,0.311111,0.020505,15.1721
9,BAJAJFINSV,0.238271,0.016627,14.3304
10,GODREJCP,0.183077,0.014218,12.8767
11,NESTLEIND,0.136285,0.010892,12.5119
12,INFY,0.115155,0.009225,12.4828
13,DIVISLAB,0.146882,0.011805,12.4427
14,DMART,0.105286,0.008772,12.0024
15,JSWENERGY,0.423332,0.035478,11.9322
16,AUBANK,0.280998,0.02357,11.9219
17,OFSS,0.227024,0.020327,11.1688
18,LTTS,0.373741,0.033712,11.0864
19,HCLTECH,0.175205,0.016084,10.8934
20,TATAELXSI,0.252704,0.023431,10.7852
