Rank,Symbol,Momentum,Volatility,Score
1,APLLTD,0.229921,0.021679,10.6055
2,INDUSTOWER,0.242314,0.027235,8.8971
3,AJANTPHARM,0.296176,0.033465,8.8502
4,UPL,0.254312,0.030287,8.3967
5,TTKPRESTIG,0.141689,0.016875,8.3966
6,OFSS,0.115463,0.014053,8.2161
7,CONCOR,0.178939,0.023627,7.5737
8,DISHTV,0.240809,0.031953,7.5363
9,RAJESHEXPO,0.160172,0.022307,7.1803
10,J&KBANK,0.116183,0.016328,7.1158
11,JUBLFOOD,0.195932,0.027758,7.0585
12,BRITANNIA,0.17693,0.02527,7.0015
13,BAJAJ-AUTO,0.142061,0.020471,6.9395
14,EICHERMOT,0.179635,0.026061,6.8927
15,MARICO,0.166976,0.024528,6.8077
16,PAGEIND,0.160516,0.025109,6.3929
17,VOLTAS,0.18932,0.029871,6.338
18,NATIONALUM,0.086323,0.014817,5.826
19,CYIENT,0.108696,0.018906,5.7493
20,SYNDIBANK,0.139364,0.024321,5.7302
