Rank,Symbol,Momentum,Volatility,Score
1,GOLDTECH,2.390698,0.037207,64.2544
2,BAJAJHIND,3.784615,0.061504,61.5349
3,PANACEABIO,1.816729,0.03016,60.2361
4,JAICORPLTD,2.556733,0.045411,56.3015
5,BAJAJFINSV,1.756893,0.034645,50.7114
6,BBTC,1.600652,0.034625,46.2281
7,AUROPHARMA,1.878064,0.040679,46.1682
8,WELSPUNIND,1.580925,0.034783,45.451
9,JSWSTEEL,2.423701,0.059022,41.0643
10,LICHSGFIN,1.850598,0.047132,39.2642
11,KPIL,1.893528,0.048466,39.0693
12,BFUTILITIE,1.521349,0.04239,35.8898
13,VOLTAS,2.3206,0.065292,35.5421
14,IL&FSENGG,1.528107,0.043924,34.7901
15,ANANTRAJ,1.468085,0.043926,33.4219
16,THERMAX,1.499238,0.044984,33.3279
17,JPASSOCIAT,1.753691,0.052668,33.2969
18,SOBHA,1.842675,0.055496,33.2037
19,SUZLON,2.103734,0.06336,33.2029
20,JPPOWER,2.279245,0.069893,32.6103
