Rank,Symbol,Momentum,Volatility,Score
1,ESSAROIL,4.958654,0.102084,48.5743
2,JAICORPLTD,1.415536,0.034607,40.9034
3,RNRL,2.566148,0.065489,39.1845
4,GODREJIND,1.429069,0.037464,38.1449
5,JINDALSTEL,2.481056,0.072805,34.0783
6,NLCINDIA,1.686234,0.057394,29.38
7,JPPOWER,1.210084,0.043954,27.5307
8,LITL,1.28301,0.048787,26.2981
9,MRPL,1.85641,0.071648,25.91
10,JSWSTEEL,0.804509,0.033407,24.0819
11,JPASSOCIAT,1.08546,0.045937,23.6295
12,PATELENG,0.564177,0.024008,23.4994
13,EIHOTEL,0.616157,0.026931,22.8791
14,PUNJLLOYD,0.883049,0.040187,21.9736
15,RELINFRA,1.084982,0.050179,21.6221
16,TATACHEM,0.497868,0.023471,21.2122
17,TATAPOWER,0.813961,0.038384,21.2059
18,TORNTPOWER,0.893709,0.043323,20.6289
19,VEDL,0.872749,0.04275,20.4153
20,GOLDTECH,0.569063,0.028088,20.2599
