Rank,Symbol,Momentum,Volatility,Score
1,TATACHEM,0.706235,0.024394,28.9517
2,ADANIENSOL,1.016472,0.036522,27.8321
3,ADANIPORTS,0.614044,0.022972,26.7303
4,BAJAJHLDNG,0.214899,0.008937,24.046
5,ADANIENT,0.025821,0.001116,23.1359
6,SOLARINDS,0.250866,0.01088,23.0571
7,SUNDRMFAST,0.423839,0.018665,22.7076
8,IDFCFIRSTB,0.715084,0.032072,22.296
9,DLF,0.655733,0.03083,21.2692
10,HONAUT,0.378857,0.018588,20.3817
11,TMPV,0.864187,0.043478,19.8763
12,GAIL,0.434063,0.021898,19.8222
13,OIL,0.294845,0.014923,19.7577
14,SCHAEFFLER,0.327487,0.01674,19.5628
15,GRASIM,0.403579,0.020939,19.2739
16,SBIN,0.611734,0.032102,19.0562
17,CUMMINSIND,0.501921,0.026882,18.6713
18,CANBK,0.593,0.031781,18.6588
19,SFL,0.335954,0.018069,18.5932
20,TATAPOWER,0.476343,0.026063,18.2766
