Rank,Symbol,Momentum,Volatility,Score
1,BAJAJHLDNG,0.298459,0.008728,34.1964
2,WOCKPHARMA,0.915427,0.027029,33.8689
3,EMAMILTD,0.296568,0.010827,27.3911
4,BAJAJFINSV,0.691074,0.026165,26.4119
5,AIAENG,0.213306,0.010595,20.1329
6,EICHERMOT,0.396996,0.020427,19.4345
7,MRF,0.47316,0.024732,19.1317
8,OFSS,0.330319,0.017894,18.4602
9,TMPV,0.336366,0.018479,18.2022
10,IFCI,0.471119,0.026128,18.0313
11,PIDILITIND,0.261887,0.014653,17.8724
12,MARICO,0.201342,0.011402,17.6587
13,BRITANNIA,0.256755,0.014567,17.6262
14,ITC,0.223799,0.01292,17.3224
15,PRESTIGE,0.422827,0.025499,16.5819
16,TORNTPHARM,0.201381,0.012584,16.0033
17,GILLETTE,0.318123,0.020235,15.7215
18,NAUKRI,0.234625,0.01505,15.5901
19,APOLLOTYRE,0.373626,0.024464,15.2728
20,RNAVAL,0.141649,0.009315,15.2065
