Rank,Symbol,Momentum,Volatility,Score
1,ENGINERSIN,0.490326,0.025662,19.1069
2,TITAN,0.248767,0.013721,18.1301
3,ZYDUSLIFE,0.255167,0.014732,17.3206
4,GTL,0.077214,0.004925,15.6789
5,CUMMINSIND,0.221394,0.014276,15.508
6,SIEMENS,0.201982,0.013937,14.4923
7,BANKBARODA,0.22996,0.016337,14.0762
8,NFL,0.463576,0.033666,13.7699
9,APOLLOTYRE,0.507767,0.038392,13.2258
10,ULTRACEMCO,0.188838,0.014443,13.0745
11,CHENNPETRO,0.2329,0.017972,12.9588
12,HEROMOTOCO,0.220209,0.018344,12.0045
13,BAJAJ-AUTO,0.232755,0.020288,11.4726
14,CASTROLIND,0.218272,0.019037,11.4658
15,3MINDIA,0.216819,0.019182,11.303
16,ORIENTBANK,0.248355,0.022134,11.2207
17,ADANIPORTS,0.241316,0.021957,10.9905
18,COROMANDEL,0.229722,0.020903,10.9899
19,GTLINFRA,0.138422,0.012833,10.7866
20,IGL,0.17602,0.016583,10.6144
