Rank,Symbol,Momentum,Volatility,Score
1,UPL,0.267482,0.013285,20.1335
2,TITAN,0.224964,0.012655,17.776
3,AXISBANK,0.253528,0.01437,17.6427
4,MANAPPURAM,0.356061,0.022012,16.1759
5,RELIANCE,0.232126,0.015518,14.9589
6,BATAINDIA,0.263477,0.017652,14.926
7,VAKRANGEE,0.395284,0.029088,13.5892
8,RBLBANK,0.203733,0.015,13.5824
9,PIIND,0.194248,0.014672,13.2398
10,HATSUN,0.12599,0.009659,13.0444
11,PFIZER,0.179454,0.014356,12.4998
12,NAUKRI,0.288091,0.023847,12.0807
13,3MINDIA,0.213907,0.0189,11.3178
14,RAJESHEXPO,0.163333,0.014441,11.3105
15,IDFCFIRSTB,0.280277,0.024847,11.2801
16,OBEROIRLTY,0.180691,0.016256,11.1153
17,ICICIGI,0.180307,0.016479,10.9418
18,MUTHOOTFIN,0.225684,0.020735,10.8841
19,MGL,0.172017,0.016465,10.4477
20,BAJFINANCE,0.156788,0.015151,10.3483
