Rank,Symbol,Momentum,Volatility,Score
1,ADANIPOWER,1.140756,0.030892,36.9275
2,IDBI,0.224104,0.008027,27.917
3,VGUARD,0.311773,0.01633,19.0919
4,INDIGO,0.426583,0.024534,17.3873
5,FEDERALBNK,0.318953,0.018509,17.232
6,EIHOTEL,0.340656,0.022219,15.332
7,SKFINDIA,0.127531,0.008924,14.2911
8,ICICIBANK,0.180658,0.012942,13.9592
9,PIIND,0.204031,0.014675,13.9038
10,PNB,0.31407,0.022834,13.7547
11,UNIONBANK,0.307224,0.022461,13.6779
12,SBILIFE,0.170446,0.012806,13.3093
13,CANBK,0.256283,0.020619,12.4297
14,MANAPPURAM,0.275552,0.024471,11.2606
15,COLPAL,0.196655,0.017696,11.1128
16,NHPC,0.14823,0.0134,11.062
17,BANKINDIA,0.338752,0.030766,11.0106
18,CUMMINSIND,0.27715,0.025484,10.8754
19,HAVELLS,0.160807,0.014911,10.7847
20,BAJFINANCE,0.195011,0.018245,10.6884
