Rank,Symbol,Momentum,Volatility,Score
1,WOCKPHARMA,0.817241,0.029727,27.4913
2,SPARC,1.518727,0.056182,27.0321
3,SIEMENS,0.540654,0.024101,22.4325
4,LUPIN,0.369099,0.01655,22.3026
5,HEXAWARE,0.559509,0.0266,21.0342
6,RAJESHEXPO,0.395462,0.024333,16.2522
7,SUZLON,0.819728,0.05458,15.0187
8,PGHH,0.237435,0.016466,14.4193
9,BHARATFORG,0.303415,0.021951,13.8225
10,BRITANNIA,0.207399,0.015354,13.5079
11,GILLETTE,0.477685,0.035856,13.3225
12,BAJAJCON,0.288845,0.022953,12.5842
13,ASHOKLEY,0.35277,0.02971,11.8738
14,PAGEIND,0.230588,0.019427,11.8693
15,FORTIS,0.494516,0.041812,11.8272
16,SUNDARMFIN,0.174781,0.014813,11.7991
17,MRPL,0.380446,0.033266,11.4365
18,UNITDSPR,0.292568,0.025792,11.3434
19,EMAMILTD,0.282037,0.024875,11.3381
20,BOSCHLTD,0.282133,0.025622,11.0114
