Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.706919,0.0256,27.6137
2,ZYDUSLIFE,0.472371,0.017248,27.3871
3,ADANIPORTS,0.478973,0.018697,25.6177
4,TMPV,0.35776,0.015054,23.7656
5,LUPIN,0.282258,0.012684,22.2526
6,TATAMTRDVR,0.32422,0.014954,21.6809
7,SUNPHARMA,0.278358,0.013782,20.1976
8,OIL,0.728062,0.036336,20.0368
9,PERSISTENT,0.305351,0.015471,19.7374
10,BEL,0.339303,0.017612,19.2654
11,DLF,0.384675,0.020037,19.1981
12,BAJAJ-AUTO,0.320388,0.017319,18.499
13,CUMMINSIND,0.389324,0.021094,18.4564
14,HDFCAMC,0.299047,0.016329,18.3143
15,BOSCHLTD,0.290875,0.016295,17.8507
16,THERMAX,0.32533,0.01823,17.8462
17,PNB,0.441791,0.02496,17.7
18,TATACONSUM,0.233772,0.013436,17.3986
19,MRF,0.309594,0.017937,17.2603
20,ETERNAL,0.357325,0.020952,17.0546
