Rank,Symbol,Momentum,Volatility,Score
1,UCOBANK,0.964211,0.02579,37.3866
2,THERMAX,0.479109,0.017509,27.3636
3,GOLDTECH,0.69112,0.026674,25.91
4,RELINFRA,0.782903,0.030317,25.8237
5,BBTC,1.007273,0.040077,25.1337
6,RAMCOCEM,0.385535,0.017968,21.4571
7,JPPOWER,0.817021,0.038812,21.0506
8,SAIL,0.512987,0.024753,20.7244
9,JINDALSTEL,0.633397,0.030757,20.5937
10,RNRL,1.4,0.068657,20.3913
11,OPTOCIRCUI,0.462867,0.023122,20.0186
12,SINTEX,0.431995,0.022062,19.5808
13,NLCINDIA,0.708636,0.039834,17.7896
14,RELIANCE,0.385242,0.021735,17.7249
15,RELIANCE,0.385242,0.021735,17.7249
16,JMFINANCIL,0.484233,0.027652,17.5116
17,IPCL,0.35805,0.020718,17.2822
18,VOLTAS,0.460674,0.026678,17.2683
19,GRASIM,0.299564,0.017875,16.7592
20,TRIVENI,1.011246,0.061074,16.5578
