Rank,Symbol,Momentum,Volatility,Score
1,JINDALSTEL,0.581139,0.018622,31.2079
2,PIDILITIND,0.796078,0.026126,30.4703
3,VEDL,2.662162,0.094588,28.1449
4,PANACEABIO,0.880263,0.033404,26.352
5,DCMSHRIRAM,0.670846,0.026325,25.4836
6,TATACONSUM,0.403421,0.016355,24.6671
7,HCC,0.656,0.02701,24.2869
8,STERLINBIO,1.017334,0.043642,23.3107
9,SBIN,0.359239,0.015529,23.1338
10,VOLTAS,0.830439,0.036433,22.7934
11,CONCOR,0.431529,0.019859,21.7296
12,BHARTIARTL,0.437605,0.020218,21.6445
13,EIDPARRY,0.562636,0.027634,20.3601
14,EIHOTEL,0.35783,0.017993,19.8873
15,ACC,0.266993,0.013446,19.8573
16,TATACOMM,0.54822,0.028498,19.2373
17,ABB,0.314444,0.016372,19.2067
18,LMW,0.405756,0.021769,18.6393
19,OPTOCIRCUI,0.727822,0.039599,18.3799
20,PETRONET,0.408066,0.022699,17.977
