Rank,Symbol,Momentum,Volatility,Score
1,IGL,0.373134,0.021169,17.6266
2,OIL,0.325773,0.019758,16.4879
3,FRETAIL,0.416084,0.026064,15.9637
4,RAJESHEXPO,0.207575,0.013066,15.8861
5,TECHM,0.213973,0.013942,15.3477
6,BAJAJHLDNG,0.300009,0.020821,14.4087
7,BHARATFIN,0.278497,0.019334,14.4042
8,KRBL,0.255605,0.018062,14.1517
9,BRITANNIA,0.163602,0.011654,14.0385
10,JUBLFOOD,0.32604,0.024803,13.1451
11,BAJFINANCE,0.314286,0.024623,12.7638
12,HDFCBANK,0.095193,0.007933,12.0001
13,YESBANK,0.162057,0.013636,11.8849
14,LTF,0.308518,0.026036,11.8498
15,BAJAJFINSV,0.242261,0.020786,11.6549
16,BATAINDIA,0.210014,0.018348,11.4459
17,HONAUT,0.308353,0.027732,11.1191
18,TRENT,0.248574,0.02302,10.798
19,PCJEWELLER,0.318454,0.029514,10.7901
20,TATACONSUM,0.317963,0.030267,10.5051
