Rank,Symbol,Momentum,Volatility,Score
1,PAYTM,0.441797,0.01857,23.7908
2,FORTIS,0.304481,0.014681,20.7404
3,CUMMINSIND,0.235565,0.011828,19.9152
4,LTF,0.297408,0.016038,18.5435
5,ETERNAL,0.397294,0.02291,17.3417
6,MUTHOOTFIN,0.297986,0.018461,16.1411
7,HDFCAMC,0.202914,0.013186,15.3884
8,GLAND,0.240274,0.016068,14.9533
9,POLYCAB,0.182924,0.01294,14.1364
10,SWIGGY,0.301201,0.02136,14.1011
11,JKCEMENT,0.266266,0.019487,13.664
12,BOSCHLTD,0.258199,0.01902,13.5748
13,GLENMARK,0.377489,0.027949,13.5065
14,UNOMINDA,0.256377,0.019776,12.9637
15,ABCAPITAL,0.29412,0.02451,11.9998
16,TORNTPHARM,0.165828,0.013947,11.8895
17,M&M,0.130941,0.011468,11.418
18,DALBHARAT,0.133337,0.011856,11.246
19,BLUESTARCO,0.237831,0.021305,11.1631
20,ULTRACEMCO,0.117136,0.010627,11.022
