Rank,Symbol,Momentum,Volatility,Score
1,HINDZINC,0.274043,0.020557,13.3308
2,GLAXO,0.169695,0.013492,12.5776
3,JSWSTEEL,0.208624,0.018364,11.3604
4,AMBUJACEM,0.164234,0.016078,10.2152
5,YESBANK,0.212327,0.020854,10.1816
6,ULTRACEMCO,0.165342,0.0173,9.5574
7,CHOLAFIN,0.143738,0.019442,7.3932
8,TATASTEEL,0.236863,0.032321,7.3285
9,ASHOKLEY,0.19837,0.02798,7.0896
10,INFY,0.117295,0.016563,7.0817
11,HEROMOTOCO,0.118754,0.018988,6.2543
12,HEXAWARE,0.146269,0.023812,6.1426
13,TVSMOTOR,0.131033,0.021863,5.9934
14,PGHH,0.108232,0.018481,5.8564
15,NHPC,0.118605,0.021739,5.456
16,PERSISTENT,0.145087,0.027693,5.239
17,BAJFINANCE,0.140496,0.027819,5.0503
18,EICHERMOT,0.100527,0.020002,5.0259
19,TORNTPOWER,0.150616,0.03154,4.7753
20,SHRIRAMFIN,0.101677,0.022157,4.589
