Rank,Symbol,Momentum,Volatility,Score
1,INDUSINDBK,0.294885,0.009904,29.7754
2,DHFL,0.493694,0.018286,26.9991
3,IBULHSGFIN,0.506606,0.018772,26.9877
4,GUJENERGY,0.436916,0.016503,26.4753
5,RAJESHEXPO,0.271668,0.010493,25.8901
6,KARURVYSYA,0.369193,0.01473,25.0643
7,HAVELLS,0.358466,0.01439,24.9101
8,YESBANK,0.33008,0.013363,24.7018
9,KOTAKBANK,0.22543,0.009186,24.5406
10,IIFL,0.525443,0.021652,24.2679
11,JSWDULUX,0.332752,0.013723,24.2478
12,LTF,0.389326,0.016078,24.2153
13,VAKRANGEE,0.194228,0.008094,23.9961
14,SUNDARMFIN,0.383202,0.01598,23.9808
15,RBLBANK,0.449018,0.018896,23.7629
16,HDFC,0.237315,0.010383,22.8566
17,JINDALSTEL,0.71875,0.031819,22.589
18,NATCOPHARM,0.455855,0.020678,22.0457
19,HDFCBANK,0.212329,0.009717,21.8521
20,GFLLIMITED,0.584533,0.027159,21.5225
