Rank,Symbol,Momentum,Volatility,Score
1,DHANI,0.699425,0.031669,22.0855
2,TCS,0.249345,0.012326,20.2299
3,KOTAKBANK,0.200885,0.010076,19.9371
4,GLAXO,0.251488,0.012911,19.479
5,BRITANNIA,0.226112,0.011817,19.1346
6,DHFL,0.179993,0.010352,17.3873
7,DABUR,0.161917,0.009648,16.7832
8,MINDTREE,0.224518,0.014373,15.6207
9,HINDUNILVR,0.187346,0.012236,15.3114
10,INFY,0.139122,0.012631,11.014
11,GODREJCP,0.128845,0.012575,10.2462
12,JUBLFOOD,0.187359,0.018831,9.9495
13,M&M,0.158921,0.016071,9.8884
14,BAJFINANCE,0.201044,0.020494,9.8101
15,PFIZER,0.181793,0.018678,9.733
16,LTM,0.198996,0.020784,9.5743
17,HDFCBANK,0.104537,0.011523,9.0721
18,MAHINDCIE,0.153777,0.016988,9.0519
19,VBL,0.168282,0.018874,8.9159
20,UBL,0.161095,0.019197,8.3916
