Rank,Symbol,Momentum,Volatility,Score
1,CHOLAFIN,0.516962,0.013041,39.6404
2,AUBANK,0.391834,0.011601,33.7771
3,LTF,0.591289,0.020159,29.3307
4,ASTRAL,0.446374,0.015648,28.5259
5,GODREJPROP,0.477331,0.017016,28.0516
6,TMPV,0.386449,0.014019,27.5654
7,INDIGO,0.345455,0.012687,27.2296
8,LUPIN,0.352963,0.013437,26.2683
9,MRF,0.181048,0.006967,25.9848
10,INDUSINDBK,0.28125,0.011211,25.086
11,BAJFINANCE,0.364583,0.015066,24.1986
12,IDFCFIRSTB,0.432605,0.018218,23.7455
13,M&MFIN,0.43215,0.018445,23.4289
14,BAJAJFINSV,0.273743,0.012006,22.8004
15,UNITDSPR,0.214546,0.009434,22.7419
16,RECLTD,0.398895,0.017708,22.5263
17,SYNGENE,0.245903,0.011196,21.964
18,TRENT,0.272238,0.012488,21.7995
19,PFC,0.411934,0.018897,21.799
20,TITAN,0.195106,0.009021,21.6289
