Rank,Symbol,Momentum,Volatility,Score
1,ACC,0.1937,0.013604,14.2384
2,IGL,0.124183,0.013793,9.0034
3,IDEA,0.171756,0.020256,8.4794
4,AMBUJACEM,0.185322,0.023267,7.9651
5,M&M,0.147153,0.019761,7.4465
6,CRISIL,0.095447,0.014139,6.7507
7,ULTRACEMCO,0.109685,0.016912,6.4858
8,SUNTECK,0.14259,0.023424,6.0874
9,BAJAJ-AUTO,0.089561,0.021038,4.2571
10,GRASIM,0.066218,0.016686,3.9684
11,PETRONET,0.08921,0.025023,3.5651
12,CHAMBLFERT,0.100866,0.033925,2.9732
13,HEROMOTOCO,0.05391,0.019044,2.8308
14,GSPL,0.058282,0.021074,2.7655
15,OIL,0.033813,0.012303,2.7484
16,RNAVAL,0.097113,0.036414,2.6669
17,GUJENERGY,0.04644,0.023157,2.0054
18,ASIANPAINT,0.025285,0.012784,1.9778
19,GMDCLTD,0.043341,0.025916,1.6724
20,SHREECEM,0.029365,0.019736,1.4879
