Rank,Symbol,Momentum,Volatility,Score
1,HEXAWARE,0.479609,0.021185,22.6389
2,GESHIP,0.342179,0.018635,18.3621
3,INFY,0.250692,0.014756,16.9891
4,HCLTECH,0.400274,0.023624,16.9435
5,TCS,0.298257,0.019093,15.6215
6,TECHM,0.303582,0.020541,14.7792
7,OFSS,0.138278,0.011671,11.8482
8,COROMANDEL,0.275805,0.023904,11.5379
9,MANAPPURAM,0.354839,0.035517,9.9906
10,FORTIS,0.109205,0.0112,9.7506
11,HEROMOTOCO,0.218171,0.024466,8.9174
12,BIOCON,0.165123,0.018781,8.7921
13,MPHASIS,0.162035,0.020183,8.0282
14,NMDC,0.227254,0.028656,7.9303
15,IDEA,0.208919,0.030452,6.8607
16,BRITANNIA,0.137386,0.020358,6.7486
17,SUNPHARMA,0.170511,0.025271,6.7472
18,HINDZINC,0.25371,0.037883,6.6972
19,MOTHERSON,0.172846,0.026353,6.5589
20,TATACOMM,0.142648,0.022763,6.2665
