Rank,Symbol,Momentum,Volatility,Score
1,HINDPETRO,1.125,0.085545,13.1509
2,INDIABULLS,0.469858,0.039644,11.8519
3,HINDUNILVR,0.189317,0.017208,11.0019
4,TTML,0.314199,0.028969,10.846
5,PFC,0.291176,0.030661,9.4967
6,CESC,0.273684,0.037473,7.3035
7,GUJNRECOKE,0.289533,0.039903,7.2559
8,GODREJCP,0.233536,0.032648,7.1532
9,JISLJALEQS,0.273626,0.038518,7.1038
10,IOC,0.182534,0.02752,6.6329
11,MTNL,0.173429,0.026643,6.5094
12,APOLLOHOSP,0.195196,0.032704,5.9686
13,M&MFIN,0.20875,0.035227,5.9259
14,GLAXO,0.074259,0.013118,5.6608
15,TVTODAY,0.297747,0.054403,5.473
16,INDIACEM,0.217391,0.040043,5.4289
17,DABUR,0.135678,0.025003,5.4266
18,HINDZINC,0.198198,0.037334,5.3088
19,RECLTD,0.169101,0.034778,4.8623
20,GMRAIRPORT,0.247049,0.052281,4.7254
