Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,0.957708,0.034028,28.1446
2,GODREJPROP,0.347805,0.01962,17.7267
3,SOLARINDS,0.250115,0.014298,17.4934
4,LTM,0.311965,0.018062,17.2724
5,KRBL,0.367325,0.022087,16.6309
6,BALKRISIND,0.319561,0.019833,16.1127
7,PAGEIND,0.31762,0.019778,16.0593
8,SYMPHONY,0.279926,0.017634,15.8744
9,VAKRANGEE,0.355804,0.023077,15.4184
10,UBL,0.367464,0.02392,15.3622
11,LTTS,0.263596,0.017305,15.2323
12,TVSMOTOR,0.193918,0.013599,14.2599
13,BHARATFIN,0.203655,0.014469,14.0751
14,SHRIRAMFIN,0.308609,0.022759,13.5599
15,SCHAEFFLER,0.178207,0.013265,13.4348
16,GILLETTE,0.104268,0.007837,13.3046
17,DIVISLAB,0.5221,0.039377,13.2591
18,OIL,0.243149,0.018515,13.1327
19,DHFL,0.410245,0.031733,12.9282
20,MPHASIS,0.245645,0.019484,12.6076
