Rank,Symbol,Momentum,Volatility,Score
1,KANSAINER,0.428861,0.013587,31.5647
2,WELSPUNIND,1.521667,0.048292,31.5096
3,IL&FSENGG,1.01751,0.034523,29.4733
4,ORIENTBANK,0.6,0.022297,26.9097
5,JINDALSAW,0.915014,0.035707,25.6255
6,OFSS,0.581847,0.023037,25.2568
7,BBTC,0.40107,0.016893,23.7412
8,SANOFI,0.376048,0.016224,23.1785
9,CASTROLIND,0.371009,0.017163,21.6165
10,BHARATFORG,0.732624,0.034324,21.3441
11,TORNTPOWER,0.534895,0.025423,21.0394
12,MPHASIS,0.583476,0.027857,20.9451
13,MRF,0.683195,0.032849,20.7983
14,AUROPHARMA,0.474075,0.022944,20.6625
15,PIDILITIND,0.413432,0.02005,20.6201
16,PATNI,0.609862,0.031548,19.3312
17,CUMMINSIND,0.475853,0.024979,19.05
18,IOB,0.450256,0.023721,18.9809
19,INDUSINDBK,0.470458,0.025034,18.7926
20,YESBANK,0.568254,0.030739,18.4862
