Rank,Symbol,Momentum,Volatility,Score
1,POWERINDIA,0.480969,0.02312,20.8032
2,ABB,0.317267,0.020278,15.6461
3,ONGC,0.247083,0.016286,15.1719
4,PREMIERENE,0.309757,0.025339,12.2246
5,POWERGRID,0.149634,0.013712,10.9123
6,GVT&D,0.302638,0.029131,10.389
7,VEDL,0.221308,0.021678,10.2086
8,APARINDS,0.312889,0.031409,9.9617
9,CUMMINSIND,0.191695,0.022384,8.564
10,ADANIPOWER,0.206033,0.024141,8.5346
11,NATIONALUM,0.236432,0.028934,8.1713
12,WAAREEENER,0.237339,0.029547,8.0326
13,DMART,0.165127,0.020918,7.894
14,CGPOWER,0.173138,0.022175,7.8077
15,MCX,0.19117,0.02485,7.693
16,BHARATFORG,0.196204,0.025839,7.5933
17,LINDEINDIA,0.222099,0.029588,7.5065
18,ICICIAMC,0.195961,0.026594,7.3685
19,OIL,0.148311,0.020414,7.265
20,JINDALSTEL,0.183504,0.0257,7.1401
