Rank,Symbol,Momentum,Volatility,Score
1,ASHOKLEY,0.319311,0.018749,17.0308
2,APLAPOLLO,0.263185,0.015674,16.7915
3,SBIN,0.262065,0.018217,14.3861
4,BHARATFORG,0.27808,0.021392,12.999
5,SHRIRAMFIN,0.227108,0.017907,12.6824
6,UNIONBANK,0.281955,0.022268,12.6621
7,TATASTEEL,0.237971,0.020206,11.7772
8,AJANTPHARM,0.176908,0.015559,11.3699
9,VEDL,0.312293,0.028648,10.901
10,TORNTPHARM,0.154729,0.014555,10.6304
11,INDUSTOWER,0.168089,0.017212,9.7659
12,ULTRACEMCO,0.116984,0.012444,9.401
13,GVT&D,0.281661,0.031262,9.0096
14,JINDALSTEL,0.168572,0.01873,9.0001
15,SUPREMEIND,0.153268,0.017185,8.9185
16,EICHERMOT,0.148521,0.016676,8.9063
17,NTPC,0.146938,0.016502,8.904
18,MARICO,0.101801,0.012193,8.349
19,NATIONALUM,0.297019,0.036003,8.2498
20,BAJAJ-AUTO,0.097866,0.012059,8.1157
