Rank,Symbol,Momentum,Volatility,Score
1,PFC,0.634087,0.018546,34.1904
2,RECLTD,0.801533,0.026381,30.3826
3,DRREDDY,0.318406,0.010981,28.9958
4,LUPIN,0.405805,0.016336,24.8413
5,ESCORTS,0.35407,0.014861,23.8249
6,AUROPHARMA,0.435791,0.019009,22.9261
7,SUPREMEIND,0.56382,0.025777,21.8727
8,SUNPHARMA,0.228854,0.010569,21.654
9,LODHA,0.448353,0.020947,21.4042
10,ZYDUSLIFE,0.270766,0.012825,21.1122
11,IPCALAB,0.289363,0.014119,20.4952
12,AJANTPHARM,0.376724,0.018689,20.1574
13,UNIONBANK,0.355811,0.017882,19.8982
14,TATACOMM,0.365546,0.0189,19.3407
15,TRENT,0.313338,0.016259,19.2719
16,ASHOKLEY,0.24113,0.012517,19.2635
17,DIXON,0.429487,0.022315,19.2467
18,HAL,0.270106,0.014254,18.9497
19,GLAND,0.718239,0.038264,18.7708
20,IDFCFIRSTB,0.340651,0.018644,18.2716
