Rank,Symbol,Momentum,Volatility,Score
1,RANBAXY,0.221492,0.028744,7.7057
2,NATIONALUM,0.316262,0.047708,6.6291
3,GODREJCP,0.208941,0.033079,6.3163
4,GLAXO,0.146513,0.028218,5.1921
5,SUNPHARMA,0.164812,0.033831,4.8716
6,CIPLA,0.141271,0.029242,4.831
7,HINDUNILVR,0.113983,0.033511,3.4013
8,SHOPERSTOP,0.144343,0.043415,3.3247
9,MOTHERSON,0.140341,0.046054,3.0473
10,GODREJIND,0.134062,0.04905,2.7332
11,M&M,0.086254,0.032502,2.6538
12,GOLDTECH,0.097219,0.038528,2.5233
13,HINDALCO,0.111824,0.053031,2.1086
14,PFIZER,0.054772,0.026677,2.0531
15,GSKCONS,0.053658,0.026421,2.0309
16,JSWDULUX,0.039851,0.019804,2.0123
17,ACC,0.060674,0.033453,1.8137
18,CAIRN,0.075836,0.043341,1.7498
19,TATACHEM,0.06306,0.038375,1.6432
20,PANACEABIO,0.061583,0.038201,1.6121
