Rank,Symbol,Momentum,Volatility,Score
1,AMTEKAUTO,0.350111,0.028165,12.4307
2,GODREJPROP,0.161403,0.016132,10.005
3,GMDCLTD,0.230907,0.025247,9.1458
4,ITC,0.177896,0.019548,9.1002
5,APOLLOTYRE,0.287992,0.034694,8.3009
6,RELCAPITAL,0.308124,0.03769,8.1753
7,GRASIM,0.105335,0.012987,8.1105
8,PGHH,0.170924,0.021168,8.0745
9,ESSAROIL,0.214712,0.026693,8.0438
10,ORIENTBANK,0.202646,0.025634,7.9054
11,ABB,0.1701,0.022471,7.5697
12,GUJNRECOKE,0.228029,0.030317,7.5214
13,HINDOILEXP,0.256082,0.03484,7.3503
14,IOB,0.170247,0.0234,7.2756
15,PEL,0.098587,0.014065,7.0092
16,MRF,0.185181,0.026759,6.9203
17,INDUSINDBK,0.172329,0.024984,6.8976
18,IDFC,0.185003,0.027858,6.6409
19,ASHOKLEY,0.214823,0.032828,6.5439
20,FEDERALBNK,0.139246,0.021945,6.3453
