Rank,Symbol,Momentum,Volatility,Score
1,KRBL,0.400733,0.037446,10.7015
2,NMDC,0.201296,0.022494,8.9488
3,MINDTREE,0.118718,0.01388,8.5533
4,ISEC,0.293877,0.036211,8.1158
5,COROMANDEL,0.104764,0.015289,6.8521
6,CRISIL,0.159794,0.023333,6.8483
7,PHOENIXLTD,0.135446,0.020852,6.4956
8,HDFCLIFE,0.0958,0.014906,6.4268
9,ADANIENSOL,0.17956,0.028516,6.2968
10,SHRIRAMCIT,0.045417,0.007738,5.8693
11,PIDILITIND,0.066878,0.012161,5.4994
12,MANAPPURAM,0.114692,0.021328,5.3775
13,HDFC,0.058188,0.011309,5.1453
14,ASIANPAINT,0.056952,0.011089,5.1358
15,GUJENERGY,0.102783,0.021173,4.8543
16,MUTHOOTFIN,0.100472,0.020742,4.8438
17,KOTAKBANK,0.043715,0.009589,4.559
18,SRF,0.06073,0.01352,4.4918
19,THERMAX,0.057808,0.013091,4.4157
20,ICICIBANK,0.058268,0.013552,4.2996
