Rank,Symbol,Momentum,Volatility,Score
1,ZYDUSLIFE,0.225815,0.016766,13.4687
2,BOSCHLTD,0.201942,0.015121,13.3548
3,HAVELLS,0.185375,0.015315,12.1044
4,SUNDARMFIN,0.170378,0.016202,10.5162
5,CRISIL,0.18919,0.018343,10.3141
6,OIL,0.329777,0.034766,9.4857
7,SBIN,0.159251,0.017006,9.3644
8,ICICIGI,0.15186,0.016361,9.2816
9,CUMMINSIND,0.183425,0.021155,8.6706
10,TRENT,0.271417,0.031946,8.4962
11,M&M,0.151434,0.017928,8.4465
12,INDHOTEL,0.158835,0.018988,8.3652
13,SUNPHARMA,0.109556,0.013111,8.3562
14,BPCL,0.212899,0.026475,8.0414
15,SIEMENS,0.1054,0.015132,6.9655
16,THERMAX,0.126067,0.018785,6.7112
17,MARUTI,0.094818,0.014267,6.6459
18,CANBK,0.142012,0.021539,6.5934
19,ETERNAL,0.141885,0.021633,6.5587
20,ASTRAL,0.121312,0.018769,6.4634
