Rank,Symbol,Momentum,Volatility,Score
1,UPL,0.191758,0.02024,9.474
2,GODREJIND,0.348147,0.038967,8.9345
3,MEDANTA,0.210019,0.025316,8.2959
4,BAJFINANCE,0.151474,0.018314,8.2708
5,SHREECEM,0.130287,0.016042,8.1218
6,INDUSINDBK,0.126612,0.017271,7.3311
7,CHOLAFIN,0.177649,0.025416,6.9896
8,HINDALCO,0.113563,0.01733,6.5531
9,TATASTEEL,0.113872,0.018102,6.2905
10,GLAXO,0.216457,0.036409,5.9451
11,SHRIRAMFIN,0.143555,0.025149,5.7081
12,SBICARD,0.108133,0.019063,5.6725
13,JSWSTEEL,0.068037,0.012978,5.2425
14,BAJAJFINSV,0.098008,0.018746,5.2283
15,ASHOKLEY,0.127933,0.025228,5.0711
16,AXISBANK,0.064181,0.013605,4.7176
17,ABBOTINDIA,0.091402,0.019467,4.6953
18,CIPLA,0.057052,0.012631,4.517
19,INDIGO,0.080225,0.018711,4.2877
20,JUBLFOOD,0.084084,0.022202,3.7872
