Rank,Symbol,Momentum,Volatility,Score
1,STLTECH,0.678779,0.042662,15.9107
2,SANOFI,0.249718,0.019409,12.8663
3,EIHOTEL,0.172455,0.015055,11.4548
4,GLAXO,0.23654,0.021673,10.9142
5,GFLLIMITED,0.348028,0.031978,10.8833
6,CENTBOP,0.225352,0.020893,10.7859
7,GODREJIND,0.365748,0.034622,10.5641
8,ZYDUSLIFE,0.196392,0.018784,10.4551
9,FEL,0.247756,0.023884,10.3735
10,ROLTA,0.326574,0.031791,10.2726
11,EXIDEIND,0.262679,0.026572,9.8856
12,SUNDRMFAST,0.253057,0.025621,9.8768
13,BOSCHLTD,0.187605,0.019162,9.7906
14,IPCALAB,0.177641,0.018192,9.7648
15,PFIZER,0.185815,0.019262,9.6469
16,GESHIP,0.250245,0.02599,9.6284
17,RADICO,0.192099,0.019989,9.6101
18,IOC,0.257459,0.027068,9.5116
19,BIOCON,0.155196,0.017263,8.99
20,RCF,0.226277,0.025606,8.8371
