Rank,Symbol,Momentum,Volatility,Score
1,LAURUSLABS,0.077792,0.023483,3.3127
2,MARICO,0.043605,0.013752,3.1708
3,JSWENERGY,0.071608,0.023076,3.1031
4,HINDALCO,0.058264,0.020803,2.8007
5,TITAN,0.041796,0.018552,2.2529
6,HATSUN,0.067096,0.031392,2.1373
7,SANOFI,0.023719,0.012221,1.9409
8,NATIONALUM,0.054588,0.028651,1.9053
9,BIOCON,0.041041,0.022021,1.8637
10,ABBOTINDIA,0.034428,0.018563,1.8546
11,PGHH,0.028769,0.017055,1.6868
12,INDIAMART,0.050468,0.032137,1.5704
13,SUVENPHAR,0.034227,0.025589,1.3375
14,CUMMINSIND,0.02333,0.017695,1.3184
15,VEDL,0.032127,0.026379,1.2179
16,VBL,0.0239,0.022772,1.0495
17,HCLTECH,0.019299,0.0207,0.9323
18,AAVAS,0.02592,0.028454,0.911
19,APOLLOHOSP,0.020898,0.025374,0.8236
20,DABUR,0.008789,0.011198,0.7849
