Rank,Symbol,Momentum,Volatility,Score
1,SUNTECK,0.243519,0.021347,11.4076
2,ACC,0.099538,0.013886,7.1684
3,EDUCOMP,0.235687,0.042512,5.544
4,OBEROIRLTY,0.073044,0.013281,5.4999
5,INFY,0.13879,0.026039,5.33
6,SHREECEM,0.094556,0.018565,5.0934
7,GRASIM,0.078092,0.016381,4.7673
8,RELIGARE,0.078077,0.016823,4.641
9,DLF,0.140683,0.037703,3.7314
10,IL&FSTRANS,0.062141,0.01878,3.3089
11,JPINFRATEC,0.125146,0.038525,3.2484
12,BEML,0.075571,0.02413,3.1318
13,TMPV,0.116123,0.03754,3.0933
14,KANSAINER,0.049124,0.016252,3.0226
15,JINDALSAW,0.073557,0.025394,2.8966
16,IDFC,0.073342,0.027085,2.7078
17,INDIABULLS,0.078484,0.030024,2.6141
18,OFSS,0.050813,0.019486,2.6077
19,ONGC,0.046148,0.018219,2.533
20,NTPC,0.044383,0.017704,2.507
