Rank,Symbol,Momentum,Volatility,Score
1,MINDTREE,0.286431,0.019958,14.3518
2,TECHM,0.251989,0.018881,13.3461
3,TCS,0.132141,0.010842,12.1879
4,BRITANNIA,0.123975,0.010726,11.5582
5,HCLTECH,0.170121,0.014933,11.392
6,BAJAJFINSV,0.156857,0.015346,10.2211
7,IPCALAB,0.163933,0.016251,10.0873
8,HINDUNILVR,0.117065,0.012173,9.6167
9,NESTLEIND,0.103456,0.010844,9.5405
10,INFY,0.093244,0.009968,9.3547
11,ALKEM,0.118376,0.013628,8.6864
12,LTM,0.158649,0.018515,8.5685
13,TITAN,0.099591,0.011718,8.4992
14,TIINDIA,0.169101,0.020084,8.4197
15,BHARTIARTL,0.135544,0.016465,8.2324
16,APOLLOHOSP,0.210352,0.026773,7.8567
17,FORTIS,0.157503,0.020583,7.652
18,HDFC,0.096455,0.012613,7.6475
19,VBL,0.138039,0.018229,7.5725
20,ATGL,0.279185,0.037005,7.5446
