Rank,Symbol,Momentum,Volatility,Score
1,YESBANK,0.536377,0.158815,3.3774
2,IDEA,0.1,0.123075,0.8125
3,IPCALAB,-0.035921,0.031836,-1.1283
4,PFIZER,-0.028936,0.023079,-1.2538
5,AJANTPHARM,-0.084196,0.032833,-2.5644
6,ZYDUSLIFE,-0.082649,0.024338,-3.3959
7,NHPC,-0.133803,0.036462,-3.6697
8,PIDILITIND,-0.084913,0.02053,-4.136
9,GLAXO,-0.114061,0.025789,-4.4229
10,DHANI,-0.205922,0.045504,-4.5254
11,HINDPETRO,-0.179865,0.039391,-4.5661
12,SUNPHARMA,-0.118072,0.025115,-4.7013
13,ABBOTINDIA,-0.142584,0.028829,-4.9459
14,TORNTPOWER,-0.113372,0.022648,-5.0058
15,LUPIN,-0.10063,0.019385,-5.1912
16,HAVELLS,-0.108743,0.020856,-5.2141
17,AUROPHARMA,-0.308553,0.056313,-5.4793
18,PHOENIXLTD,-0.242761,0.043491,-5.5819
19,CIPLA,-0.140596,0.024999,-5.6242
20,NLCINDIA,-0.206107,0.035862,-5.7472
