Rank,Symbol,Momentum,Volatility,Score
1,GILLETTE,0.305624,0.018335,16.6686
2,AJANTPHARM,0.569106,0.034638,16.4301
3,APLLTD,0.295892,0.018721,15.8054
4,PAGEIND,0.376714,0.024477,15.3905
5,RAJESHEXPO,0.373577,0.025174,14.8396
6,PIIND,0.325656,0.023449,13.8879
7,MRPL,0.305556,0.022534,13.5597
8,INDUSTOWER,0.315161,0.023853,13.2128
9,BRITANNIA,0.293367,0.022709,12.9184
10,STAR,0.44751,0.035508,12.6032
11,CONCOR,0.292743,0.024474,11.9615
12,UPL,0.286429,0.026761,10.7031
13,VOLTAS,0.295021,0.028692,10.2824
14,ZYDUSLIFE,0.218224,0.021952,9.9408
15,MARICO,0.250818,0.025645,9.7802
16,DISHTV,0.272784,0.028193,9.6755
17,SUZLON,0.3125,0.033972,9.1987
18,BHARTIARTL,0.206672,0.022712,9.0998
19,BPCL,0.225089,0.024879,9.0472
20,TTKPRESTIG,0.202286,0.02355,8.5897
