Rank,Symbol,Momentum,Volatility,Score
1,ISEC,0.819868,0.034531,23.7431
2,BAJAJFINSV,0.278044,0.012095,22.9876
3,BERGEPAINT,0.396769,0.017872,22.2007
4,COROMANDEL,0.311397,0.014375,21.6622
5,ABBOTINDIA,0.3418,0.016205,21.0922
6,ICICIBANK,0.328979,0.0163,20.1823
7,CRISIL,0.453289,0.022492,20.1537
8,RELIANCE,0.258517,0.013698,18.8723
9,IGL,0.295102,0.015787,18.6924
10,MANAPPURAM,0.413462,0.022167,18.6522
11,WHIRLPOOL,0.449718,0.024893,18.0663
12,NMDC,0.463246,0.02573,18.0043
13,BAJFINANCE,0.239067,0.013357,17.898
14,DLF,0.40259,0.022643,17.7801
15,RELAXO,0.265559,0.015266,17.3949
16,EICHERMOT,0.331525,0.019139,17.3223
17,SIEMENS,0.225026,0.013409,16.7822
18,BALKRISIND,0.28164,0.018055,15.5987
19,ICICIGI,0.242921,0.015729,15.4444
20,JUBLFOOD,0.300456,0.019491,15.4153
