Rank,Symbol,Momentum,Volatility,Score
1,TATACHEM,1.05628,0.026732,39.514
2,BAJAJHLDNG,0.363467,0.009636,37.7201
3,ADANIENSOL,1.301065,0.03521,36.9518
4,ADANIPORTS,0.781485,0.022884,34.1499
5,ATGL,1.075593,0.034642,31.0485
6,TMPV,1.142651,0.039502,28.9264
7,SFL,0.509538,0.017841,28.5597
8,IDFCFIRSTB,0.846617,0.030098,28.1283
9,HONAUT,0.541631,0.019672,27.5326
10,ADANIENT,0.028616,0.00104,27.5161
11,ABB,0.567382,0.02105,26.9543
12,CUMMINSIND,0.755558,0.028898,26.1457
13,GRASIM,0.489207,0.019293,25.3567
14,SUNDRMFAST,0.526502,0.021986,23.947
15,SBIN,0.689155,0.028813,23.9184
16,ASTRAL,0.606123,0.025739,23.5486
17,TIINDIA,0.494638,0.021574,22.9272
18,GAIL,0.585261,0.025621,22.8434
19,INDUSTOWER,0.535613,0.024194,22.1382
20,MOTHERSON,0.649512,0.029354,22.127
