Rank,Symbol,Momentum,Volatility,Score
1,WOCKPHARMA,1.124108,0.025603,43.9047
2,EICHERMOT,0.483009,0.018588,25.9854
3,EMAMILTD,0.327257,0.012978,25.2162
4,GODREJCP,0.349607,0.014313,24.4263
5,BAJAJFINSV,0.626943,0.025795,24.3052
6,MARUTI,0.414974,0.017636,23.53
7,TMPV,0.497012,0.021628,22.9802
8,NAUKRI,0.340123,0.016358,20.7929
9,MRF,0.553595,0.026848,20.6193
10,BATAINDIA,0.479545,0.023448,20.4516
11,BAJAJHLDNG,0.294072,0.014489,20.2956
12,BPCL,0.402802,0.021859,18.4273
13,ASIANPAINT,0.271009,0.014826,18.2788
14,BRITANNIA,0.276797,0.015208,18.2003
15,SHREECEM,0.338761,0.019525,17.3497
16,RNAVAL,0.167988,0.009708,17.3041
17,JUBLFOOD,0.514958,0.029761,17.3033
18,LUPIN,0.254257,0.014739,17.2507
19,HCLTECH,0.284601,0.016546,17.2004
20,GILLETTE,0.351526,0.021122,16.6424
