Rank,Symbol,Momentum,Volatility,Score
1,WIPRO,0.219372,0.010459,20.9748
2,SANOFI,0.232062,0.014565,15.9325
3,TCS,0.193931,0.012636,15.3481
4,RELIANCE,0.23874,0.015797,15.1127
5,HCLTECH,0.165667,0.013413,12.3513
6,LTTS,0.305844,0.024906,12.28
7,APLLTD,0.234423,0.020263,11.5687
8,INFY,0.152044,0.013483,11.2765
9,PAGEIND,0.225469,0.0208,10.84
10,BATAINDIA,0.188365,0.018667,10.091
11,AIAENG,0.175215,0.017595,9.958
12,ABB,0.163249,0.016881,9.6706
13,GSKCONS,0.175631,0.018374,9.5588
14,AXISBANK,0.173572,0.018198,9.5381
15,ABFRL,0.263892,0.028263,9.3371
16,DIVISLAB,0.191294,0.021146,9.0462
17,AUROPHARMA,0.212756,0.023669,8.9888
18,ITC,0.125496,0.014813,8.472
19,ACC,0.193748,0.023601,8.2092
20,3MINDIA,0.157959,0.019899,7.9382
