Rank,Symbol,Momentum,Volatility,Score
1,CUMMINSIND,0.327818,0.011577,28.3174
2,FORTIS,0.336002,0.013939,24.105
3,PAYTM,0.475268,0.020148,23.5894
4,GVT&D,0.503882,0.022372,22.5227
5,GLAND,0.34041,0.015505,21.9545
6,MFSL,0.206346,0.011282,18.2903
7,HDFCAMC,0.239367,0.014502,16.5062
8,JKCEMENT,0.303917,0.018885,16.0927
9,SWIGGY,0.353043,0.022826,15.4666
10,SUPREMEIND,0.273176,0.017668,15.4616
11,UNOMINDA,0.272353,0.018106,15.0423
12,ABCAPITAL,0.329387,0.02206,14.9314
13,BOSCHLTD,0.239363,0.016431,14.5675
14,ETERNAL,0.315388,0.021705,14.5306
15,LTF,0.250913,0.0173,14.5039
16,GLENMARK,0.338839,0.024695,13.7211
17,MUTHOOTFIN,0.273989,0.020422,13.4164
18,HYUNDAI,0.288998,0.022853,12.6458
19,TVSMOTOR,0.180945,0.01463,12.3683
20,POLYCAB,0.17519,0.014429,12.1419
