Rank,Symbol,Momentum,Volatility,Score
1,SUZLON,0.961194,0.028742,33.4418
2,LALPATHLAB,0.326035,0.013613,23.9503
3,COROMANDEL,0.419122,0.018669,22.4499
4,DIXON,0.645358,0.028884,22.3429
5,RVNL,1.090527,0.049248,22.1436
6,GLAXO,0.476096,0.02241,21.2446
7,MOTHERSON,0.550137,0.026119,21.0624
8,INFY,0.307012,0.014839,20.6894
9,TRENT,0.530444,0.026103,20.3214
10,HCLTECH,0.257674,0.013568,18.9907
11,TORNTPHARM,0.273202,0.01445,18.907
12,KALYANKJIL,0.482255,0.026114,18.4671
13,COLPAL,0.252309,0.013737,18.3671
14,OIL,0.65046,0.035459,18.3438
15,AUROPHARMA,0.316276,0.017455,18.1193
16,PAYTM,0.631672,0.035173,17.9588
17,HDFCLIFE,0.298193,0.016712,17.843
18,EMAMILTD,0.570153,0.032111,17.7556
19,PERSISTENT,0.425964,0.023996,17.7512
20,SYNGENE,0.258947,0.014659,17.6645
