Rank,Symbol,Momentum,Volatility,Score
1,LINDEINDIA,0.547218,0.030602,17.8815
2,TATAELXSI,0.616891,0.035769,17.2467
3,ADANIGREEN,0.53989,0.032596,16.5632
4,ATGL,0.40852,0.028035,14.5717
5,BANKBARODA,0.428571,0.03042,14.0885
6,JINDALSTEL,0.41577,0.031863,13.0486
7,ITC,0.193971,0.015412,12.5859
8,ADANIENSOL,0.34097,0.027285,12.4964
9,OIL,0.320933,0.026074,12.3086
10,CHOLAFIN,0.305661,0.026246,11.6458
11,INDHOTEL,0.307074,0.026478,11.5973
12,BAJAJ-AUTO,0.200246,0.017408,11.5028
13,NTPC,0.19711,0.017487,11.2715
14,HAL,0.249698,0.022161,11.2674
15,CUMMINSIND,0.205509,0.018672,11.0066
16,TRENT,0.265845,0.025193,10.5525
17,HINDALCO,0.272166,0.026088,10.4328
18,SOLARINDS,0.22762,0.021902,10.3925
19,SUNPHARMA,0.17244,0.016621,10.3748
20,ADANIENT,0.027803,0.002774,10.0233
