Rank,Symbol,Momentum,Volatility,Score
1,BAJAJHIND,3.594318,0.058025,61.9448
2,WELSPUNIND,2.408397,0.042782,56.2946
3,AUROPHARMA,2.056742,0.037307,55.1307
4,PANACEABIO,1.594805,0.028941,55.1046
5,BAJAJFINSV,1.599556,0.032497,49.221
6,JAICORPLTD,2.631445,0.055555,47.3663
7,KPIL,2.130538,0.046036,46.2798
8,63MOONS,2.073533,0.050326,41.2019
9,LICHSGFIN,1.81901,0.044615,40.771
10,VOLTAS,2.311565,0.05818,39.7312
11,GOLDTECH,1.43,0.036392,39.2943
12,THERMAX,1.584358,0.041419,38.252
13,JPASSOCIAT,2.108333,0.055316,38.1147
14,BBTC,1.447807,0.038895,37.2239
15,JSWSTEEL,2.361849,0.064709,36.4993
16,MAHLIFE,2.031657,0.056871,35.7238
17,SOBHA,1.780685,0.049848,35.7225
18,JPPOWER,2.154265,0.063546,33.9006
19,NCC,1.921569,0.057512,33.4119
20,JINDALSTEL,1.400499,0.042543,32.9193
