Rank,Symbol,Momentum,Volatility,Score
1,RAJESHEXPO,0.31485,0.008938,35.2244
2,HDFCBANK,0.247315,0.008569,28.8628
3,MOTILALOFS,0.672975,0.026828,25.0845
4,PEL,0.535474,0.02277,23.5162
5,KOTAKBANK,0.238991,0.010656,22.4269
6,VOLTAS,0.43805,0.020126,21.7652
7,IIFL,0.503721,0.023367,21.5569
8,TVSMOTOR,0.299149,0.0142,21.0663
9,DHFL,0.351712,0.017591,19.9934
10,LICHSGFIN,0.272243,0.013821,19.6983
11,RELIANCE,0.298167,0.015233,19.5739
12,VAKRANGEE,0.15773,0.008321,18.9556
13,EDELWEISS,0.499165,0.026379,18.9225
14,HINDUNILVR,0.223352,0.01203,18.5663
15,ENDURANCE,0.269279,0.014579,18.4706
16,EIHOTEL,0.355682,0.019523,18.2183
17,IBULHSGFIN,0.335444,0.019268,17.4094
18,BALKRISIND,0.266695,0.015564,17.1353
19,QUESS,0.290608,0.017062,17.0325
20,MOTHERSON,0.256954,0.01531,16.783
