Rank,Symbol,Momentum,Volatility,Score
1,ESCORTS,0.101823,0.007308,13.9328
2,ADANIGREEN,0.40735,0.02936,13.8742
3,HINDALCO,0.161692,0.020707,7.8084
4,SCHAEFFLER,0.117311,0.023985,4.8911
5,NATIONALUM,0.122745,0.028075,4.372
6,LINDEINDIA,0.077526,0.023884,3.2459
7,BAJAJHLDNG,0.042236,0.019343,2.1836
8,NAVINFLUOR,0.043773,0.024868,1.7602
9,ADANIENSOL,0.042281,0.024612,1.7179
10,SUNPHARMA,0.024798,0.016523,1.5008
11,SRF,0.037169,0.025048,1.4839
12,BANKBARODA,0.03876,0.028063,1.3811
13,RAJESHEXPO,0.050812,0.036926,1.3761
14,AAVAS,0.037294,0.028498,1.3087
15,POWERGRID,0.018657,0.0177,1.0541
16,MARUTI,0.01985,0.01996,0.9945
17,LAURUSLABS,0.019023,0.022327,0.852
18,VEDL,0.016994,0.025089,0.6774
19,BIOCON,0.012996,0.022228,0.5847
20,AXISBANK,0.005715,0.019358,0.2952
