Rank,Symbol,Momentum,Volatility,Score
1,ALBK,0.454715,0.014575,31.1973
2,TITAN,0.475066,0.016852,28.1911
3,HINDPETRO,0.778512,0.027954,27.8495
4,BANKINDIA,0.506743,0.018501,27.3895
5,WOCKPHARMA,1.286492,0.048446,26.5552
6,UCOBANK,0.47604,0.01943,24.5006
7,TMPV,0.419355,0.017453,24.0283
8,CANBK,0.364906,0.015611,23.3742
9,BHARATFORG,0.273679,0.01179,23.2131
10,SBIN,0.387945,0.016798,23.0942
11,HDFCBANK,0.249375,0.011904,20.9494
12,BANKBARODA,0.285145,0.013724,20.7776
13,TATASTEEL,0.339888,0.016571,20.5106
14,TATASTEEL,0.339888,0.016571,20.5106
15,LICHSGFIN,0.398918,0.019826,20.1214
16,CORPBANK,0.318264,0.01604,19.8418
17,PNB,0.229482,0.011589,19.8025
18,CUMMINSIND,0.276568,0.014401,19.2042
19,VIDEOIND,0.402085,0.020965,19.1792
20,KOTAKBANK,0.313451,0.016346,19.1762
