Rank,Symbol,Momentum,Volatility,Score
1,ULTRACEMCO,0.361457,0.010721,33.7136
2,SHREECEM,0.475352,0.015507,30.6543
3,MANAPPURAM,0.806818,0.028109,28.7031
4,GRASIM,0.325859,0.011411,28.5578
5,63MOONS,0.460398,0.019174,24.0114
6,TECHM,0.418326,0.017427,24.0041
7,UNITDSPR,0.868623,0.037207,23.346
8,M&MFIN,0.434578,0.018669,23.278
9,ZEEL,0.447058,0.019691,22.704
10,MOTHERSON,0.424658,0.018959,22.3985
11,IPCALAB,0.407703,0.020088,20.2954
12,DISHTV,0.445709,0.023498,18.9677
13,MUTHOOTFIN,0.494579,0.026463,18.6896
14,M&M,0.243099,0.013449,18.0754
15,BATAINDIA,0.216758,0.012258,17.6826
16,ACC,0.197158,0.011443,17.23
17,HDFCBANK,0.172803,0.010069,17.1622
18,PETRONET,0.22632,0.013204,17.1401
19,EIDPARRY,0.355549,0.02084,17.0606
20,PIDILITIND,0.28884,0.017219,16.7744
