Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,TORNTPHARM,0.922596,1.32,-0.1032,0.044725
2,TITAN,0.917554,1.9174,-0.1127,0.054986
3,MARICO,0.885259,0.8558,-0.105,0.038431
4,LUPIN,0.876196,0.8032,-0.1205,0.036227
5,HINDALCO,0.869544,1.506,-0.1795,0.05357
6,SBILIFE,0.855588,1.1332,-0.1591,0.05357
7,COALINDIA,0.85472,0.7076,-0.1027,0.044286
8,ONGC,0.839197,0.7533,-0.1229,0.05021
9,BAJAJ-AUTO,0.838744,0.8597,-0.1337,0.053367
10,TVSMOTOR,0.834506,1.7481,-0.1592,0.067016
11,NMDC,0.828743,0.7848,-0.1296,0.053851
12,ALKEM,0.828094,0.5825,-0.1266,0.044213
13,JSWSTEEL,0.81816,0.6382,-0.1335,0.050136
14,NTPC,0.817816,0.4764,-0.1263,0.041044
15,BRITANNIA,0.81583,0.6492,-0.1393,0.050543
16,NESTLEIND,0.81532,0.5865,-0.1243,0.04977
17,APOLLOHOSP,0.813876,0.7005,-0.1521,0.051358
18,JINDALSTEL,0.8116,1.0778,-0.1348,0.065266
19,CUMMINSIND,0.807472,1.9212,-0.1461,0.07413
20,MAHABANK,0.800339,1.3544,-0.1893,0.065107
