Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,KOTAKBANK,0.910672,1.5901,-0.0833,0.04579
2,PIIND,0.882644,2.193,-0.1115,0.061094
3,IGL,0.863331,1.8675,-0.1487,0.059476
4,ICICIBANK,0.854991,1.6628,-0.1233,0.065066
5,ICICIGI,0.85469,1.6265,-0.1544,0.058536
6,HDFCLIFE,0.851639,1.8604,-0.1485,0.064021
7,VBL,0.849906,1.3543,-0.1,0.064719
8,RELAXO,0.849704,2.3024,-0.1448,0.068006
9,MUTHOOTFIN,0.846065,1.5561,-0.1132,0.06823
10,HDFCBANK,0.843891,1.0117,-0.1332,0.049116
11,NESTLEIND,0.843737,1.3359,-0.1383,0.060175
12,ABBOTINDIA,0.840149,2.4032,-0.1276,0.074363
13,SBILIFE,0.837219,1.9781,-0.1299,0.07326
14,BATAINDIA,0.835093,1.9938,-0.1273,0.074458
15,PETRONET,0.833566,0.8856,-0.1089,0.052938
16,DIVISLAB,0.833205,0.9325,-0.1463,0.046912
17,TRENT,0.83287,1.5641,-0.1329,0.069869
18,ASIANPAINT,0.830326,1.4676,-0.1414,0.067605
19,PHOENIXLTD,0.826147,1.1848,-0.1571,0.058742
20,CUB,0.822261,1.2058,-0.1492,0.062693
