Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,HDFCBANK,0.936725,2.4876,-0.1121,0.044533
2,IGL,0.883097,2.5523,-0.081,0.066882
3,BEL,0.879023,1.9246,-0.101,0.057066
4,POWERGRID,0.878024,1.6605,-0.0842,0.050481
5,SBIN,0.852517,1.944,-0.1365,0.059632
6,GAIL,0.845895,1.6413,-0.1144,0.057044
7,KOTAKBANK,0.845371,1.7557,-0.1539,0.051619
8,PETRONET,0.844373,1.8323,-0.139,0.05868
9,VAKRANGEE,0.835807,3.0454,-0.143,0.072678
10,ADANIENT,0.827999,0.9174,-0.0027,0.000768
11,ITC,0.81401,1.5163,-0.1563,0.05263
12,BHARATFORG,0.813783,1.616,-0.1281,0.06325
13,HINDUNILVR,0.807432,1.4566,-0.1729,0.044634
14,TVSMOTOR,0.804201,2.3891,-0.1637,0.072299
15,NHPC,0.802497,1.3528,-0.135,0.055536
16,PGHH,0.797009,0.9222,-0.0922,0.039417
17,SOLARINDS,0.793485,1.1904,-0.1372,0.049855
18,COLPAL,0.791897,1.0956,-0.1343,0.045187
19,INDUSINDBK,0.789252,1.5401,-0.1529,0.062303
20,EXIDEIND,0.780965,1.5962,-0.1637,0.06346
