Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,HDFCBANK,0.922176,2.2315,-0.0863,0.034929
2,PGHH,0.918974,1.956,-0.0881,0.030531
3,BRITANNIA,0.916502,2.4457,-0.0898,0.039683
4,HINDUNILVR,0.90828,2.3847,-0.0829,0.044881
5,GILLETTE,0.892864,2.7056,-0.0886,0.052365
6,MARUTI,0.864004,2.28,-0.1218,0.054178
7,INDUSINDBK,0.863575,1.4989,-0.1121,0.038798
8,PIDILITIND,0.859899,1.6186,-0.1141,0.044991
9,KOTAKBANK,0.859322,1.3012,-0.0935,0.035939
10,ADANIENT,0.84005,0.712,-0.0044,0.001504
11,HDFC,0.828428,1.2273,-0.1046,0.044896
12,RELIANCE,0.825769,1.5527,-0.1022,0.059949
13,CHOLAFIN,0.816488,1.5732,-0.1277,0.058088
14,BHARATFORG,0.81121,1.4015,-0.126,0.054682
15,JSWSTEEL,0.809865,1.6936,-0.1225,0.06504
16,RAJESHEXPO,0.800519,1.442,-0.1588,0.049655
17,ASHOKLEY,0.796118,1.9375,-0.1467,0.068153
18,LT,0.794848,1.3113,-0.1321,0.055788
19,DMART,0.785047,2.4688,-0.1385,0.078875
20,DABUR,0.782119,1.0239,-0.1346,0.045487
