Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,BOSCHLTD,0.955556,0.7053,-0.1079,0.041499
2,CRISIL,0.928594,1.4045,-0.1075,0.062078
3,COLPAL,0.92714,0.611,-0.1675,0.049836
4,IGL,0.92678,1.3718,-0.1743,0.056847
5,ITC,0.918977,0.7198,-0.1621,0.056648
6,PFIZER,0.914226,0.8082,-0.1387,0.061882
7,APOLLOHOSP,0.903459,0.344,-0.209,0.047449
8,GSKCONS,0.90296,0.7748,-0.1852,0.061108
9,HINDUNILVR,0.899202,0.5134,-0.1828,0.058886
10,SIEMENS,0.898229,0.1323,-0.1384,0.053298
11,ASIANPAINT,0.896797,0.7881,-0.19,0.062928
12,PIDILITIND,0.890526,0.4353,-0.1893,0.059892
13,ACC,0.887684,0.4888,-0.1697,0.064193
14,BHARTIARTL,0.872967,0.2542,-0.1961,0.061301
15,ZYDUSLIFE,0.870223,0.4716,-0.2267,0.062833
16,GRASIM,0.864715,0.0782,-0.2209,0.054801
17,SUNPHARMA,0.862672,0.5929,-0.2061,0.069885
18,DRREDDY,0.856652,0.0787,-0.2334,0.056
19,ADANIENT,0.850645,-0.6735,-0.0197,0.004416
20,RELIGARE,0.847791,-0.3021,-0.2208,0.039049
