Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,HDFCBANK,0.943721,2.58,-0.1121,0.04533
2,RAJESHEXPO,0.893258,2.0749,-0.1143,0.057857
3,IGL,0.884874,2.3973,-0.081,0.067053
4,PGHH,0.880115,1.3626,-0.0922,0.03976
5,POWERGRID,0.864205,1.3552,-0.0842,0.049323
6,ADANIENT,0.846687,0.9017,-0.0027,0.000773
7,COLPAL,0.845052,1.3252,-0.1343,0.04574
8,KOTAKBANK,0.843186,1.552,-0.1539,0.051577
9,SOLARINDS,0.833374,1.2888,-0.1372,0.048194
10,PETRONET,0.832765,1.5515,-0.139,0.059198
11,SBIN,0.824176,1.2879,-0.1365,0.05223
12,VAKRANGEE,0.822238,3.7924,-0.143,0.076902
13,BHARATFORG,0.817384,1.4762,-0.1281,0.063264
14,TVSMOTOR,0.816735,2.4691,-0.1637,0.072133
15,BEL,0.815501,1.2463,-0.1027,0.059449
16,INDUSINDBK,0.803921,1.4969,-0.1529,0.062572
17,HDFC,0.795527,1.4585,-0.1687,0.059457
18,MARUTI,0.791125,2.5438,-0.188,0.072193
19,HINDUNILVR,0.787944,1.2812,-0.1729,0.053357
20,RELIANCE,0.786002,1.7828,-0.1198,0.078343
