Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,ADANIENT,0.934787,1.1664,-0.0201,0.008109
2,BAJAJHLDNG,0.877327,1.5018,-0.1401,0.058445
3,INFY,0.871786,1.3274,-0.1348,0.056558
4,SUNPHARMA,0.855951,1.2423,-0.1251,0.061874
5,PAGEIND,0.845388,1.1956,-0.1228,0.064557
6,TITAN,0.838951,1.9373,-0.135,0.079154
7,ZFCVINDIA,0.832042,0.8938,-0.1404,0.052788
8,PGHH,0.830766,0.7179,-0.1117,0.048045
9,SIEMENS,0.822543,0.8767,-0.1297,0.058477
10,SCHAEFFLER,0.816741,1.8361,-0.15,0.08217
11,PIDILITIND,0.81546,1.202,-0.1594,0.068195
12,ASIANPAINT,0.801269,0.9564,-0.1538,0.065266
13,NESTLEIND,0.798936,0.5462,-0.1362,0.046208
14,SBILIFE,0.785884,0.7985,-0.1815,0.055064
15,LT,0.785552,0.6956,-0.1508,0.059087
16,CIPLA,0.765787,0.4594,-0.129,0.057967
17,GRASIM,0.763375,0.9405,-0.1951,0.066064
18,VBL,0.762488,1.142,-0.1763,0.078905
19,UNITDSPR,0.760534,1.5603,-0.19,0.085502
20,MPHASIS,0.759747,1.7297,-0.1836,0.089805
