Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,SUNDRMFAST,0.904318,2.5023,-0.1064,0.043085
2,ITC,0.903197,3.1211,-0.0943,0.050303
3,LT,0.893621,2.4645,-0.0883,0.050986
4,SUNDARMFIN,0.892333,2.1183,-0.0763,0.047571
5,NTPC,0.865245,1.8174,-0.1034,0.044467
6,ULTRACEMCO,0.854143,2.1595,-0.1218,0.054245
7,BRITANNIA,0.852798,1.9503,-0.0943,0.055311
8,SIEMENS,0.835473,1.9096,-0.1314,0.052923
9,SUPREMEIND,0.834065,2.376,-0.1088,0.065778
10,CUMMINSIND,0.830494,2.4383,-0.1223,0.065186
11,ZYDUSLIFE,0.830376,2.1851,-0.1304,0.060646
12,TORNTPHARM,0.81746,1.5846,-0.1384,0.046073
13,HDFCBANK,0.811264,1.394,-0.0957,0.049617
14,NESTLEIND,0.803864,1.6099,-0.138,0.052668
15,HDFC,0.803475,1.4979,-0.1043,0.055545
16,ICICIBANK,0.800032,1.6504,-0.1424,0.054472
17,AXISBANK,0.797116,1.9931,-0.1437,0.064359
18,APOLLOTYRE,0.79688,2.6438,-0.1191,0.076049
19,IOC,0.791896,1.4986,-0.118,0.056863
20,SUNPHARMA,0.79184,1.3564,-0.1199,0.050163
