Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,ADANIENT,0.990109,3.4146,-0.0119,0.00618
2,SUPREMEIND,0.884687,2.5839,-0.084,0.062815
3,GRASIM,0.873517,3.0977,-0.1213,0.069908
4,SIEMENS,0.864371,2.4374,-0.1089,0.058087
5,POLYCAB,0.850102,3.0459,-0.1273,0.075921
6,INFY,0.82406,2.8614,-0.1068,0.087677
7,MFSL,0.816233,2.4763,-0.1029,0.081442
8,MARICO,0.813717,1.9432,-0.104,0.051769
9,SRF,0.812766,2.3459,-0.1258,0.070528
10,PIDILITIND,0.812448,1.8789,-0.0889,0.052243
11,TITAN,0.808257,2.2101,-0.1188,0.068242
12,ULTRACEMCO,0.803917,2.2252,-0.1296,0.066412
13,ACC,0.790168,1.9055,-0.1065,0.061005
14,WIPRO,0.788336,3.0633,-0.1297,0.095206
15,VOLTAS,0.788332,2.27,-0.1492,0.065532
16,JKCEMENT,0.784108,2.7009,-0.1324,0.089559
17,TCS,0.781048,1.9873,-0.1253,0.063668
18,TECHM,0.779487,2.2783,-0.1473,0.070801
19,ATUL,0.778347,2.6151,-0.16,0.077792
20,AMBUJACEM,0.775455,2.0635,-0.1312,0.068421
