Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,COLPAL,0.854458,1.1897,-0.1509,0.070174
2,HEROMOTOCO,0.852983,1.551,-0.2166,0.105424
3,SANOFI,0.839208,0.9788,-0.1917,0.097832
4,PFIZER,0.831168,1.0372,-0.2916,0.113988
5,UNIONBANK,0.827667,1.1354,-0.3091,0.153994
6,CASTROLIND,0.822902,0.8157,-0.2248,0.101635
7,PGHH,0.816178,0.6869,-0.1527,0.06044
8,GODREJCP,0.815923,0.8233,-0.2775,0.119881
9,IOC,0.810458,0.8295,-0.3061,0.132479
10,NTPC,0.807825,0.8359,-0.3397,0.103856
11,LUPIN,0.802496,0.7215,-0.3051,0.099768
12,PFC,0.802384,0.9751,-0.3827,0.140388
13,CIPLA,0.79546,0.7072,-0.3349,0.093223
14,GLAXO,0.790947,0.5365,-0.1829,0.061331
15,GSKCONS,0.789492,0.6904,-0.3408,0.111077
16,GUJENERGY,0.78382,0.7391,-0.3793,0.120488
17,ACC,0.782966,0.794,-0.3888,0.152149
18,BANKBARODA,0.780341,1.1304,-0.4388,0.201496
19,HINDUNILVR,0.777133,0.4754,-0.1928,0.075771
20,DABUR,0.776969,0.5733,-0.3298,0.087815
