Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,MARUTI,0.928773,2.5519,-0.0891,0.046572
2,MARICO,0.908884,2.4004,-0.1196,0.045671
3,SCHAEFFLER,0.880107,2.2404,-0.1223,0.055503
4,BRITANNIA,0.866816,3.3999,-0.1187,0.071671
5,INDUSTOWER,0.859625,2.1892,-0.1179,0.063038
6,GSKCONS,0.859462,1.5458,-0.0994,0.036765
7,BAJFINANCE,0.846832,2.3263,-0.1304,0.067434
8,CUB,0.846506,1.7522,-0.1197,0.05362
9,PGHH,0.842802,2.5002,-0.1365,0.069976
10,HDFCBANK,0.830264,1.494,-0.1312,0.042556
11,KOTAKBANK,0.826255,1.7279,-0.1092,0.062867
12,SHREECEM,0.816447,2.3153,-0.1289,0.075855
13,JSWDULUX,0.812261,2.262,-0.1155,0.07803
14,PIDILITIND,0.809711,2.1433,-0.1331,0.074179
15,DABUR,0.808845,1.6665,-0.115,0.065523
16,TATACHEM,0.803109,1.4987,-0.1393,0.05545
17,GLAXO,0.800133,1.3476,-0.1304,0.050823
18,TORNTPHARM,0.79993,2.3416,-0.1393,0.078682
19,INDUSINDBK,0.794238,1.803,-0.1627,0.064564
20,ZYDUSLIFE,0.78951,2.4391,-0.1496,0.080661
