Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,ASIANPAINT,0.922331,2.9629,-0.0988,0.051275
2,GSKCONS,0.913862,2.8067,-0.0915,0.054657
3,ACC,0.869421,2.6107,-0.1258,0.061794
4,SATYAMCOMP,0.865119,2.3455,-0.1308,0.052519
5,PGHH,0.861458,2.0922,-0.0953,0.054462
6,KANSAINER,0.850626,2.2959,-0.1317,0.057857
7,THERMAX,0.841663,2.4897,-0.1064,0.075065
8,DABUR,0.840112,2.1354,-0.1115,0.062845
9,GLAXO,0.837067,2.3104,-0.0971,0.073619
10,BRITANNIA,0.835172,2.3939,-0.1357,0.066954
11,JUBLPHARMA,0.820961,1.8004,-0.1268,0.047489
12,BOSCHLTD,0.804336,1.7681,-0.1068,0.061954
13,LMW,0.804211,2.9879,-0.1085,0.094574
14,INDHOTEL,0.797506,2.9701,-0.1022,0.097473
15,UPL,0.797449,2.0914,-0.1593,0.061676
16,ABB,0.792065,2.7433,-0.1521,0.084491
17,HCLTECH,0.789798,2.0918,-0.1495,0.069326
18,HCLTECH,0.789798,2.0918,-0.1495,0.069326
19,HEROMOTOCO,0.780967,1.9447,-0.1538,0.064757
20,ITC,0.779763,2.7499,-0.1935,0.071392
