Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,JSWDULUX,0.929839,1.3904,-0.0653,0.029021
2,GODREJCP,0.923036,1.9512,-0.0918,0.04486
3,SUNPHARMA,0.917663,1.8642,-0.0849,0.047699
4,DABUR,0.910432,1.4974,-0.0972,0.040866
5,KANSAINER,0.904697,1.4676,-0.0895,0.044989
6,ITC,0.900263,1.5908,-0.1064,0.047113
7,HCLTECH,0.899599,2.1935,-0.1146,0.05392
8,ASIANPAINT,0.895277,2.3229,-0.1374,0.05155
9,EMAMILTD,0.889435,1.9568,-0.0934,0.059453
10,MARICO,0.884167,1.1594,-0.1001,0.042665
11,PGHH,0.877625,1.2029,-0.118,0.043873
12,HDFC,0.868423,1.2098,-0.1341,0.044724
13,LUPIN,0.867115,1.0839,-0.1238,0.042796
14,SANOFI,0.863467,0.9931,-0.1154,0.042584
15,BOSCHLTD,0.856154,0.8855,-0.1278,0.036504
16,PIDILITIND,0.85406,1.9484,-0.1266,0.066444
17,HDFCBANK,0.839698,1.1379,-0.1402,0.0541
18,TCS,0.838333,1.3145,-0.1497,0.057589
19,GSKCONS,0.838272,1.9291,-0.1032,0.074347
20,CIPLA,0.836146,1.3724,-0.1622,0.056774
