Rank,Symbol,QualityScore,Sharpe,MaxDrawdown,RetStability
1,MARUTI,0.918668,2.0698,-0.1374,0.049836
2,GLAXO,0.882085,1.4019,-0.1304,0.055173
3,GSKCONS,0.878089,0.918,-0.0971,0.039035
4,HDFCBANK,0.871794,1.1723,-0.1312,0.051404
5,MARICO,0.842794,1.1536,-0.1649,0.056527
6,SOLARINDS,0.842171,1.6774,-0.1833,0.065839
7,SANOFI,0.841917,1.2648,-0.1585,0.062027
8,DIVISLAB,0.83461,1.1589,-0.1509,0.062902
9,SCHAEFFLER,0.833823,1.4786,-0.1474,0.071484
10,SUNDARMFIN,0.829957,1.009,-0.1146,0.065118
11,INDUSINDBK,0.822592,1.5676,-0.1634,0.073824
12,BRITANNIA,0.821061,2.4644,-0.1635,0.081106
13,ZYDUSLIFE,0.819261,1.6128,-0.1496,0.077434
14,DABUR,0.812133,0.9258,-0.1262,0.066705
15,SJVN,0.811325,0.4854,-0.1346,0.039342
16,PIDILITIND,0.80827,1.4026,-0.162,0.075263
17,SHREECEM,0.801451,1.0927,-0.1347,0.073961
18,CUB,0.800038,0.5793,-0.1489,0.050683
19,PGHH,0.7996,1.0643,-0.1995,0.061821
20,BAJAJHLDNG,0.794229,0.7865,-0.1837,0.0563
